,zipcode,bedrooms,price,weekly_price,monthly_price,cleaning_fee,number_of_reviews,review_scores_rating
4989,10469,2.0,79.0,474.0,2212.0,30.0,51,90.0
4995,10009,2.0,325.0,1950.0,9100.0,175.0,5,96.0
4996,11217,2.0,300.0,1800.0,8400.0,150.0,69,97.0
4998,10013,2.0,119.0,1000.0,3100.0,175.0,23,82.0
5016,10013,2.0,220.0,1320.0,6160.0,90.0,119,96.0
5028,11226,2.0,165.0,1260.0,4800.0,100.0,155,98.0
5030,11215,2.0,125.0,750.0,3500.0,60.0,8,93.0
5046,,2.0,100.0,450.0,1800.0,100.0,2,100.0
5047,11231,2.0,360.0,2275.0,10080.0,200.0,4,95.0
5053,11217,2.0,265.0,1590.0,7420.0,85.0,10,98.0
5059,10039,2.0,78.0,468.0,2320.0,50.0,13,97.0
5078,11231,2.0,160.0,960.0,4480.0,448.0,2,90.0
5079,10024,2.0,200.0,1200.0,5600.0,560.0,0,
5083,11217,2.0,100.0,600.0,2800.0,100.0,38,99.0
5087,10002,2.0,400.0,2400.0,3550.0,355.0,6,90.0
5092,11249,2.0,245.0,1470.0,6860.0,75.0,18,99.0
5101,11206,2.0,128.0,768.0,3584.0,99.0,49,97.0
5117,10025,2.0,357.0,2142.0,9996.0,150.0,14,98.0
5128,11216,2.0,120.0,775.0,3360.0,55.0,1,100.0
5132,11221,2.0,78.0,525.0,1900.0,75.0,81,85.0
5135,10021,2.0,250.0,1500.0,7000.0,30.0,4,100.0
5136,11206,2.0,150.0,900.0,4200.0,420.0,0,
5155,11225,2.0,92.0,750.0,3000.0,50.0,176,94.0
5164,11215,2.0,200.0,1200.0,3100.0,150.0,3,100.0
5166,10003,2.0,250.0,1500.0,7000.0,700.0,1,100.0
5176,11215,2.0,200.0,1200.0,5600.0,560.0,3,100.0
5180,10011,2.0,300.0,1800.0,8400.0,50.0,11,96.0
5196,11221,2.0,175.0,1250.0,4500.0,125.0,82,95.0
5198,11226,2.0,85.0,510.0,2380.0,238.0,1,100.0
5203,11216,2.0,200.0,1200.0,4000.0,100.0,139,95.0
5216,10128,2.0,300.0,1800.0,3995.0,130.0,3,87.0
5217,11201,2.0,220.0,1400.0,4000.0,90.0,3,93.0
5219,10014,2.0,249.0,1494.0,6972.0,100.0,6,97.0
5227,11211,2.0,320.0,1920.0,8960.0,60.0,24,87.0
5228,10025,2.0,290.0,1740.0,8120.0,812.0,1,100.0
5229,11211,2.0,240.0,1440.0,6720.0,80.0,0,
5233,11221,2.0,125.0,750.0,3500.0,80.0,25,94.0
5239,10033,2.0,39.0,234.0,1092.0,0.0,46,88.0
5240,10001,2.0,349.0,2094.0,9772.0,250.0,16,95.0
5241,11211,2.0,250.0,800.0,2800.0,90.0,6,100.0
5242,10003,2.0,150.0,1900.0,8200.0,95.0,80,88.0
5264,10065,2.0,400.0,2400.0,11200.0,45.0,7,97.0
5270,10025,2.0,200.0,1200.0,4000.0,400.0,4,100.0
5282,11217,2.0,190.0,1100.0,5320.0,80.0,2,90.0
5283,11215,2.0,495.0,2970.0,13860.0,100.0,13,97.0
5286,11211,2.0,250.0,1500.0,1800.0,70.0,0,
5291,10011,2.0,275.0,1650.0,7700.0,75.0,133,89.0
5299,10002,2.0,88.0,528.0,2464.0,85.0,260,91.0
5304,11238,2.0,375.0,2250.0,10500.0,100.0,6,95.0
5309,10035,2.0,70.0,420.0,1580.0,158.0,1,86.0
5322,11221,2.0,144.0,864.0,4032.0,150.0,46,94.0
5325,10027,2.0,150.0,900.0,2200.0,40.0,1,80.0
5335,11249,2.0,275.0,1650.0,7700.0,130.0,18,100.0
5352,11222,2.0,85.0,510.0,2380.0,238.0,5,96.0
5355,11216,2.0,135.0,810.0,3780.0,75.0,45,96.0
5358,11211,2.0,150.0,800.0,2750.0,100.0,5,100.0
5372,11215,2.0,130.0,780.0,2500.0,250.0,0,
5374,11221,2.0,151.0,1100.0,3600.0,95.0,45,89.0
5379,10013,2.0,575.0,3500.0,16100.0,150.0,63,98.0
5381,10002,2.0,299.0,1500.0,8372.0,100.0,71,95.0
5413,11211,2.0,200.0,1350.0,5600.0,60.0,164,97.0
5422,11226,2.0,140.0,840.0,3920.0,50.0,7,100.0
5434,10012,2.0,250.0,1500.0,7000.0,100.0,134,84.0
5447,10026,2.0,225.0,1200.0,6300.0,100.0,5,92.0
5450,10033,2.0,150.0,900.0,4200.0,420.0,0,
5464,11412,2.0,108.0,648.0,3024.0,100.0,76,97.0
5465,11217,2.0,275.0,1650.0,7700.0,125.0,166,97.0
5470,11215,2.0,169.0,1014.0,4732.0,473.20000000000005,174,97.0
5477,11233,2.0,70.0,420.0,2450.0,40.0,56,85.0
5487,10026,2.0,139.0,850.0,3000.0,80.0,24,99.0
5488,10038,2.0,299.0,459.0,8372.0,0.0,11,87.0
5501,11215,2.0,245.0,1470.0,6860.0,50.0,5,100.0
5507,10031,2.0,125.0,950.0,3500.0,350.0,8,93.0
5511,10075,2.0,130.0,780.0,4500.0,250.0,3,100.0
5518,10451,2.0,87.0,495.0,1700.0,30.0,10,91.0
5520,11207,2.0,170.0,700.0,2688.0,50.0,41,89.0
5534,11238,2.0,160.0,960.0,4480.0,100.0,25,96.0
5535,11231,2.0,175.0,1000.0,4900.0,80.0,4,100.0
5536,11235,2.0,260.0,1560.0,7280.0,300.0,3,93.0
5542,11249,2.0,125.0,750.0,3500.0,350.0,2,100.0
5543,10065,2.0,160.0,960.0,4700.0,150.0,14,95.0
5565,11216,2.0,200.0,1290.0,5600.0,80.0,0,
5574,11238,2.0,165.0,990.0,4700.0,470.0,8,93.0
5579,10027,2.0,350.0,650.0,3000.0,100.0,13,87.0
5584,11221,2.0,150.0,500.0,1400.0,20.0,2,90.0
5592,10039,2.0,110.0,660.0,5628.0,165.0,56,94.0
5598,11216,2.0,200.0,1200.0,5600.0,125.0,6,97.0
5612,10023,2.0,200.0,1200.0,5600.0,560.0,0,
5613,10003,2.0,250.0,1500.0,4200.0,150.0,7,84.0
5626,11233,2.0,60.0,360.0,1680.0,30.0,8,80.0
5629,11216,2.0,100.0,600.0,2800.0,80.0,156,93.0
5635,11215,2.0,162.0,972.0,4536.0,50.0,9,96.0
5642,10019,2.0,275.0,1650.0,4500.0,250.0,2,100.0
5649,10036,2.0,225.0,1400.0,6300.0,630.0,3,93.0
5651,11205,2.0,150.0,900.0,4200.0,420.0,7,94.0
5653,10016,2.0,136.0,816.0,4500.0,200.0,9,82.0
5660,10027,2.0,150.0,900.0,4200.0,420.0,3,93.0
5666,11215,2.0,150.0,900.0,4200.0,60.0,10,96.0
5669,11231,2.0,275.0,1650.0,7700.0,100.0,50,97.0
5674,11216,2.0,180.0,1260.0,4195.0,120.0,67,98.0
5683,11238,2.0,320.0,1500.0,8960.0,120.0,38,95.0
5686,10027,2.0,100.0,615.0,2700.0,270.0,2,100.0
5693,10035,2.0,150.0,800.0,4200.0,70.0,79,90.0
5694,11207,2.0,149.0,894.0,4172.0,99.0,211,98.0
5696,11238,2.0,200.0,1100.0,5600.0,75.0,5,92.0
5698,11102,2.0,170.0,1020.0,4760.0,100.0,107,94.0
5705,11221,2.0,165.0,990.0,4620.0,80.0,155,98.0
5721,10002,2.0,400.0,2400.0,11200.0,100.0,0,
5724,10006,2.0,499.0,4000.0,15000.0,140.0,12,96.0
5731,11237,2.0,100.0,580.0,2800.0,40.0,15,94.0
5741,10003,2.0,240.0,1440.0,6720.0,75.0,265,90.0
5753,11233,2.0,135.0,810.0,3780.0,70.0,228,97.0
5778,11233,2.0,130.0,780.0,3250.0,100.0,87,94.0
5787,11216,2.0,165.0,1000.0,2200.0,60.0,122,91.0
5788,10014,2.0,130.0,780.0,5300.0,150.0,43,89.0
5794,11216,2.0,80.0,480.0,2240.0,145.0,10,98.0
5811,11369,2.0,120.0,1175.0,4650.0,85.0,94,89.0
5812,11249,2.0,450.0,2700.0,12600.0,50.0,0,
5813,10025,2.0,249.0,1494.0,6972.0,75.0,73,99.0
5815,11225,2.0,225.0,1400.0,5000.0,40.0,3,87.0
5818,11233,2.0,101.0,650.0,2200.0,65.0,16,95.0
5819,11211,2.0,246.0,900.0,6888.0,120.0,23,95.0
5823,10002,2.0,150.0,900.0,4200.0,25.0,8,91.0
5827,10014,2.0,200.0,999.0,5600.0,50.0,1,80.0
5828,10031,2.0,120.0,700.0,2600.0,80.0,6,97.0
5831,11234,2.0,139.0,834.0,3892.0,389.20000000000005,98,95.0
5832,11213,2.0,100.0,600.0,2800.0,280.0,11,98.0
5839,11215,2.0,185.0,1110.0,5180.0,60.0,10,100.0
5843,11231,2.0,75.0,500.0,2100.0,60.0,1,80.0
5844,11106,2.0,150.0,1200.0,4000.0,75.0,18,89.0
5849,11222,2.0,97.0,582.0,2716.0,15.0,3,93.0
5853,10024,2.0,98.0,588.0,2744.0,70.0,216,95.0
5855,10016,2.0,150.0,900.0,4500.0,200.0,12,90.0
5859,11221,2.0,151.0,1100.0,3600.0,95.0,47,86.0
5860,11222,2.0,75.0,450.0,1600.0,75.0,37,92.0
5870,11102,2.0,250.0,1500.0,7000.0,100.0,89,89.0
5875,10019,2.0,250.0,1500.0,5500.0,250.0,0,
5883,10003,2.0,180.0,1154.0,4074.0,75.0,0,
5890,10012,2.0,200.0,1300.0,5600.0,560.0,3,100.0
5895,11211,2.0,116.0,696.0,3248.0,100.0,40,97.0
5914,10027,2.0,45.0,270.0,1260.0,126.0,7,87.0
5916,11218,2.0,65.0,400.0,1000.0,100.0,73,97.0
5937,11249,2.0,175.0,1400.0,5000.0,50.0,2,80.0
5940,11211,2.0,270.0,1620.0,7560.0,50.0,0,
5942,10038,2.0,275.0,1650.0,7700.0,150.0,9,96.0
5943,11207,2.0,1000.0,6000.0,28000.0,2800.0,0,
5967,10029,2.0,264.0,1584.0,7392.0,100.0,38,91.0
5969,11238,2.0,150.0,900.0,4200.0,30.0,11,98.0
5974,10025,2.0,160.0,5600.0,4480.0,448.0,59,90.0
5976,11218,2.0,138.0,700.0,2500.0,250.0,1,100.0
5977,10473,2.0,135.0,870.0,2500.0,30.0,15,90.0
5989,11234,2.0,125.0,800.0,2000.0,200.0,10,86.0
5993,11213,2.0,210.0,1260.0,5880.0,100.0,9,91.0
5994,10301,2.0,180.0,1500.0,6000.0,100.0,126,97.0
5999,10009,2.0,200.0,1200.0,5600.0,560.0,1,80.0
6001,11221,2.0,150.0,1200.0,4200.0,250.0,5,100.0
6003,11221,2.0,70.0,420.0,1200.0,65.0,43,95.0
6005,11238,2.0,200.0,1200.0,2600.0,100.0,3,87.0
6008,11211,2.0,140.0,840.0,3920.0,80.0,3,100.0
6011,11220,2.0,260.0,1560.0,7280.0,100.0,1,
6013,11238,2.0,103.0,618.0,2884.0,288.40000000000003,0,
6020,11372,2.0,275.0,1650.0,7700.0,75.0,0,
6028,10003,2.0,150.0,900.0,4500.0,150.0,10,94.0
6035,10030,2.0,226.0,1356.0,4000.0,150.0,8,95.0
6039,10025,2.0,600.0,3600.0,16800.0,200.0,0,
6068,10032,2.0,16.0,96.0,448.0,44.800000000000004,0,
6070,11216,2.0,160.0,1100.0,4000.0,120.0,3,80.0
6076,11103,2.0,99.0,500.0,2772.0,20.0,14,93.0
6079,10014,2.0,471.0,2595.0,7999.0,100.0,55,93.0
6087,11238,2.0,90.0,540.0,2520.0,50.0,3,80.0
6091,11222,2.0,175.0,1050.0,4900.0,70.0,105,99.0
6099,11218,2.0,149.0,894.0,4172.0,99.0,131,98.0
6100,11238,2.0,200.0,1200.0,5600.0,40.0,14,95.0
6101,10044,2.0,90.0,540.0,3650.0,200.0,5,96.0
6103,11222,2.0,174.0,1200.0,4872.0,25.0,27,91.0
6115,11385,2.0,60.0,600.0,1800.0,100.0,5,96.0
6116,11233,2.0,130.0,800.0,2800.0,75.0,121,94.0
6117,11211,2.0,200.0,1200.0,5600.0,80.0,148,94.0
6123,,2.0,75.0,450.0,2100.0,50.0,73,98.0
6133,11215,2.0,225.0,1350.0,4400.0,155.0,66,88.0
6136,11221,2.0,215.0,1290.0,6020.0,85.0,137,94.0
6147,11211,2.0,160.0,1700.0,5000.0,50.0,42,99.0
6148,11216,2.0,152.0,912.0,4256.0,75.0,130,92.0
6152,10012,2.0,250.0,1800.0,5000.0,100.0,46,99.0
6176,11377,2.0,120.0,1100.0,3300.0,330.0,30,96.0
6187,10003,2.0,200.0,1200.0,5600.0,125.0,13,80.0
6189,11238,2.0,150.0,900.0,4200.0,70.0,14,85.0
6203,11230,2.0,120.0,720.0,3360.0,50.0,108,95.0
6214,,2.0,419.0,2514.0,11732.0,150.0,8,100.0
6216,11218,2.0,180.0,980.0,5040.0,80.0,54,94.0
6244,11233,2.0,159.0,1092.0,3360.0,80.0,213,90.0
6257,11233,2.0,115.0,690.0,3000.0,70.0,116,92.0
6268,11205,2.0,95.0,1043.0,4589.0,105.0,69,97.0
6272,10012,2.0,500.0,3000.0,8750.0,150.0,3,93.0
6277,11249,2.0,309.0,1854.0,8652.0,80.0,92,97.0
6291,11217,2.0,95.0,1050.0,2450.0,150.0,0,
6297,10012,2.0,900.0,6000.0,21000.0,180.0,10,92.0
6300,11217,2.0,200.0,1200.0,5600.0,560.0,6,100.0
6303,10009,2.0,160.0,1200.0,3500.0,60.0,0,
6310,11222,2.0,275.0,1300.0,7700.0,100.0,142,97.0
6311,11213,2.0,129.0,774.0,3612.0,25.0,201,88.0
6354,10011,2.0,395.0,2900.0,11060.0,80.0,73,97.0
6355,11377,2.0,195.0,1200.0,5460.0,100.0,114,98.0
6358,10003,2.0,475.0,2975.0,10500.0,150.0,26,94.0
